RaceName,AgeGroup,CountyName,Sex,participation,count
Unknown,45-64,WAYNE,M,P,4376
Hispanic,45-64,CLARE,F,P,9
Caucasian,65+,ALGER,M,P,22
Hispanic,65+,SAGINAW,F,A,1020
Caucasian,18-29,HOUGHTON,F,P,675
Black,45-64,GENESEE,F,M,11
Caucasian,45-64,OSCODA,M,A,22
Unknown,65+,SAGINAW,F,A,91
Asian,18-29,KALAMAZOO,M,A,265
Hispanic,18-29,JACKSON,F,M,1
Hispanic,45-64,SANILAC,M,A,2
Hispanic,45-64,ISABELLA,M,A,96
Hispanic,18-29,TUSCOLA,F,P,81
Hispanic,30-44,BRANCH,F,A,45
Hispanic,65+,IONIA,F,A,21
Hispanic,45-64,MONROE,F,A,52
Black,30-44,GENESEE,F,E,63
Hispanic,45-64,MANISTEE,F,A,26
Black,30-44,INGHAM,F,E,11
Caucasian,45-64,ALCONA,F,M,1
Black,30-44,MASON,M,P,2
Caucasian,45-64,LAPEER,M,M,2
Unknown,30-44,ALGER,M,P,10
Hispanic,18-29,HILLSDALE,F,P,10
Unknown,65+,MIDLAND,M,P,4
Black,30-44,BARRY,F,A,9
Caucasian,30-44,WAYNE,F,A,38285
Caucasian,18-29,KENT,M,A,11919
Caucasian,65+,MONROE,M,A,1163
Hispanic,18-29,WAYNE,F,A,4432
Caucasian,45-64,ST. CLAIR,F,A,1817
Caucasian,65+,EMMET,F,P,80
Caucasian,45-64,KALKASKA,F,A,71
Unknown,30-44,LIVINGSTON,F,A,20
Black,65+,MUSKEGON,M,A,683
Caucasian,45-64,MACKINAC,M,A,44
Hispanic,45-64,CALHOUN,F,A,130
Black,45-64,SAGINAW,F,E,51
Black,30-44,OAKLAND,M,E,93
Caucasian,30-44,KENT,M,Y,65
Hispanic,30-44,BRANCH,M,P,40
Hispanic,18-29,DELTA,F,P,1
Caucasian,30-44,GENESEE,M,E,5
Caucasian,18-29,ALPENA,M,M,1
Black,65+,BAY,F,P,10
Native American,30-44,WAYNE,F,E,1
Unknown,18-29,ALGER,M,A,1
Caucasian,30-44,SHIAWASSEE,F,M,2
Asian,30-44,JACKSON,M,A,2
Hispanic,45-64,MONROE,M,E,1
Unknown,18-29,BERRIEN,F,Y,1
Black,30-44,BRANCH,M,A,18
Caucasian,30-44,MIDLAND,F,Y,3
Native American,45-64,ISABELLA,F,P,1
Caucasian,18-29,KENT,F,A,19584
Caucasian,45-64,OAKLAND,M,A,151588
Black,30-44,GENESEE,F,P,17826
Caucasian,65+,MANISTEE,M,P,76
Black,45-64,INGHAM,M,P,2815
Caucasian,30-44,ISABELLA,M,P,2278
Caucasian,45-64,BERRIEN,M,P,506
Hispanic,30-44,SAGINAW,M,P,1594
Black,30-44,CALHOUN,F,A,1206
Caucasian,30-44,WASHTENAW,M,Y,226
Caucasian,65+,MIDLAND,M,P,177
Caucasian,30-44,TUSCOLA,F,A,409
Black,30-44,GRATIOT,M,P,20
Unknown,18-29,WASHTENAW,F,P,887
Caucasian,18-29,CALHOUN,M,M,1
Asian,45-64,CHIPPEWA,F,A,4
Hispanic,45-64,ALLEGAN,F,P,590
Black,45-64,OTTAWA,M,P,230
Hispanic,18-29,ANTRIM,M,P,2
Asian,45-64,CALHOUN,M,P,112
Caucasian,30-44,IRON,F,A,100
Caucasian,45-64,SCHOOLCRAFT,M,A,16
Black,45-64,GENESEE,M,E,61
Caucasian,30-44,WAYNE,F,E,99
Hispanic,65+,ISABELLA,F,P,19
Caucasian,18-29,ALCONA,M,A,8
Unknown,65+,MONROE,F,A,10
Caucasian,30-44,NEWAYGO,F,E,2
Caucasian,45-64,BARRY,F,E,1
Unknown,18-29,ALPENA,M,P,1
Unknown,45-64,CASS,F,A,12
Unknown,30-44,TUSCOLA,M,P,9
Caucasian,30-44,MONROE,M,M,4
Hispanic,30-44,SAGINAW,M,E,1
Caucasian,65+,BRANCH,F,P,120
Hispanic,65+,ISABELLA,M,P,11
Caucasian,45-64,GENESEE,M,P,2405
Unknown,30-44,WASHTENAW,F,A,1476
Caucasian,65+,CRAWFORD,F,A,183
Caucasian,65+,OTTAWA,M,P,303
Unknown,45-64,ISABELLA,M,A,13
Hispanic,30-44,MUSKEGON,F,E,2
Caucasian,45-64,OCEANA,F,A,112
Caucasian,65+,CASS,F,A,279
Unknown,30-44,ROSCOMMON,F,P,9
Caucasian,45-64,ALPENA,M,A,96
Unknown,30-44,WASHTENAW,F,Y,11
Unknown,30-44,MUSKEGON,F,P,178
Black,30-44,BARAGA,M,P,52
Caucasian,18-29,SAGINAW,M,M,5
Hispanic,65+,NEWAYGO,M,P,46
Caucasian,30-44,VAN BUREN,F,M,2
Native American,45-64,CALHOUN,F,P,1
Black,30-44,EATON,F,E,6
Hispanic,45-64,MENOMINEE,M,P,9
Hispanic,30-44,LIVINGSTON,F,Y,1
Unknown,18-29,LEELANAU,M,A,1
Hispanic,18-29,OAKLAND,M,M,1
Asian,30-44,BAY,M,A,16
Hispanic,30-44,CLARE,M,P,9
Asian,65+,BAY,M,P,1
Black,18-29,INGHAM,F,Y,9
Asian,30-44,ST. JOSEPH,M,A,1
Caucasian,30-44,CHIPPEWA,F,Y,1
Caucasian,45-64,LIVINGSTON,M,M,1
Hispanic,18-29,HILLSDALE,F,A,16
Black,65+,CASS,F,E,1
Caucasian,65+,BARRY,F,A,387
Caucasian,45-64,LUCE,F,P,35
Caucasian,30-44,CHARLEVOIX,M,P,666
Caucasian,45-64,GRAND TRAVERSE,M,P,378
Caucasian,30-44,OGEMAW,M,P,385
Caucasian,45-64,MONROE,F,A,1887
Black,18-29,BERRIEN,M,A,477
Caucasian,65+,MUSKEGON,F,P,470
Hispanic,45-64,EATON,F,A,192
Unknown,45-64,GENESEE,F,A,441
Asian,45-64,MIDLAND,M,P,11
Caucasian,30-44,OTSEGO,F,A,245
Caucasian,30-44,LAPEER,M,M,2
Black,18-29,CLINTON,M,P,66
Unknown,30-44,TUSCOLA,F,P,10
Asian,65+,KALAMAZOO,M,A,111
Caucasian,30-44,KEWEENAW,F,A,18
Black,30-44,LAPEER,F,A,11
Unknown,30-44,CALHOUN,M,A,31
Hispanic,65+,ST. CLAIR,F,A,31
Unknown,30-44,VAN BUREN,M,P,25
Hispanic,45-64,JACKSON,M,P,159
Hispanic,65+,NEWAYGO,F,A,26
Hispanic,30-44,OGEMAW,F,P,10
Asian,30-44,LIVINGSTON,F,A,34
Hispanic,30-44,SHIAWASSEE,F,A,12
Black,45-64,SANILAC,F,P,1
Caucasian,18-29,OTTAWA,F,E,9
Black,65+,SAGINAW,M,E,9
Caucasian,30-44,ALLEGAN,M,E,1
Asian,30-44,BAY,F,A,26
Asian,45-64,ALLEGAN,F,P,1
Hispanic,30-44,LAKE,M,A,1
Unknown,65+,EMMET,F,A,1
Black,18-29,MANISTEE,F,P,1
Unknown,65+,OTSEGO,F,P,9
Caucasian,65+,INGHAM,F,A,3198
Black,30-44,GENESEE,M,A,5652
Caucasian,30-44,LIVINGSTON,F,P,6636
Black,30-44,MACOMB,M,P,14162
Caucasian,18-29,IOSCO,F,A,56
Caucasian,65+,CALHOUN,M,P,290
Caucasian,45-64,SHIAWASSEE,F,P,550
Unknown,30-44,ST. CLAIR,M,P,97
Asian,45-64,GLADWIN,M,A,9
Caucasian,30-44,LAKE,F,P,169
Caucasian,65+,KALKASKA,F,A,139
Caucasian,45-64,ONTONAGON,M,A,19
Hispanic,30-44,MUSKEGON,M,P,558
Caucasian,65+,GENESEE,F,M,9
Hispanic,65+,MIDLAND,M,P,4
Unknown,65+,OAKLAND,M,M,10
Black,65+,KENT,F,Y,21
Hispanic,30-44,MANISTEE,F,A,17
Caucasian,18-29,MONROE,F,M,6
Black,30-44,MONTCALM,F,A,1
Caucasian,30-44,SCHOOLCRAFT,F,Y,1
Caucasian,18-29,LENAWEE,F,P,1842
Unknown,65+,OAKLAND,F,A,5668
Caucasian,65+,WASHTENAW,F,A,4868
Caucasian,45-64,WASHTENAW,M,P,1985
Caucasian,65+,MACOMB,M,P,1895
Caucasian,30-44,EATON,F,A,2344
Hispanic,65+,OAKLAND,F,A,3666
Caucasian,30-44,OSCODA,M,P,134
Caucasian,18-29,TUSCOLA,F,P,914
Hispanic,30-44,INGHAM,M,A,1514
Black,65+,KALAMAZOO,F,A,856
Hispanic,65+,WAYNE,M,P,1209
Hispanic,45-64,LIVINGSTON,M,A,60
Caucasian,30-44,HURON,F,A,185
Caucasian,65+,PRESQUE ISLE,F,P,74
Caucasian,18-29,WAYNE,F,Y,47
Hispanic,65+,MACOMB,M,P,109
Caucasian,18-29,MONROE,M,Y,22
Asian,18-29,ALLEGAN,M,A,16
Caucasian,45-64,OTTAWA,F,Y,11
Asian,30-44,EATON,M,P,27
Caucasian,65+,MUSKEGON,F,E,13
Unknown,45-64,MARQUETTE,F,A,10
Hispanic,65+,GRATIOT,F,P,43
Caucasian,65+,EATON,F,Y,5
Caucasian,18-29,OAKLAND,U,P,11
Asian,30-44,WASHTENAW,U,P,36
Asian,45-64,BAY,F,P,11
Black,65+,KENT,M,Y,27
Black,65+,IONIA,M,P,1
Unknown,18-29,ALGER,F,A,1
Black,45-64,WAYNE,M,P,79360
Caucasian,65+,KALAMAZOO,M,P,416
Unknown,30-44,KENT,F,A,1006
Caucasian,30-44,OAKLAND,F,Y,294
Hispanic,65+,KALAMAZOO,M,A,74
Native American,45-64,MACOMB,F,A,3
Hispanic,18-29,MUSKEGON,F,A,181
Hispanic,45-64,GRATIOT,M,P,52
Caucasian,18-29,KALKASKA,F,P,286
Unknown,45-64,IONIA,M,P,18
Caucasian,30-44,GRATIOT,M,A,143
Caucasian,65+,BERRIEN,M,M,7
Black,65+,CHEBOYGAN,F,P,1
Hispanic,45-64,BRANCH,M,A,4
Black,45-64,GRATIOT,M,P,47
Asian,18-29,MUSKEGON,M,P,10
Unknown,18-29,MONTCALM,F,A,4
Caucasian,65+,KALAMAZOO,F,Y,7
Hispanic,45-64,DICKINSON,M,A,1
Hispanic,45-64,BERRIEN,M,E,1
Hispanic,18-29,ROSCOMMON,F,P,1
Unknown,18-29,ALGER,F,P,15
Caucasian,65+,ALPENA,F,Y,1
Caucasian,45-64,CHARLEVOIX,F,M,1
Unknown,45-64,BARRY,F,P,1
Caucasian,30-44,ALLEGAN,F,Y,18
Caucasian,30-44,ALLEGAN,F,P,4431
Hispanic,65+,WAYNE,F,A,2034
Caucasian,18-29,BAY,M,P,2616
Caucasian,18-29,WEXFORD,M,P,351
Caucasian,30-44,OAKLAND,M,M,447
Caucasian,18-29,GRATIOT,F,P,550
Caucasian,65+,NEWAYGO,F,P,179
Asian,18-29,KALAMAZOO,F,P,129
Unknown,30-44,MUSKEGON,M,P,215
Hispanic,45-64,CHIPPEWA,M,E,1
Black,45-64,GENESEE,M,Y,37
Caucasian,18-29,LUCE,M,P,21
Black,30-44,GRAND TRAVERSE,M,P,13
Black,30-44,LUCE,M,P,10
Caucasian,65+,OTSEGO,M,Y,1
Unknown,18-29,IOSCO,M,P,36
Hispanic,18-29,MACKINAC,M,A,16
Hispanic,30-44,IOSCO,M,P,9
Caucasian,30-44,LAPEER,F,E,1
Asian,18-29,CLINTON,F,A,5
Hispanic,30-44,MANISTEE,M,P,19
Unknown,45-64,ANTRIM,F,A,1
Asian,45-64,WAYNE,M,P,4810
Asian,30-44,KENT,M,P,814
Caucasian,18-29,GRATIOT,M,P,421
Caucasian,18-29,CLINTON,M,P,1806
Caucasian,65+,HILLSDALE,F,P,89
Caucasian,65+,GRAND TRAVERSE,F,P,213
Hispanic,45-64,CALHOUN,F,P,342
Hispanic,30-44,BERRIEN,M,A,117
Caucasian,18-29,CASS,M,A,135
Black,45-64,BRANCH,M,E,16
Unknown,45-64,JACKSON,F,P,48
Black,45-64,ALLEGAN,M,P,57
Asian,65+,MONROE,M,A,1
Black,30-44,MARQUETTE,F,P,44
Native American,30-44,CHIPPEWA,F,M,1
Caucasian,30-44,MONROE,F,Y,35
Caucasian,45-64,INGHAM,M,Y,10
Caucasian,30-44,IONIA,F,E,1
Black,30-44,MIDLAND,M,P,37
Black,45-64,MANISTEE,F,A,1
Asian,65+,MUSKEGON,M,A,1
Native American,65+,CHIPPEWA,F,A,1
Hispanic,45-64,VAN BUREN,M,E,9
Caucasian,30-44,OTSEGO,M,M,1
Caucasian,45-64,ALLEGAN,M,M,2
Hispanic,30-44,IOSCO,F,P,18
Caucasian,65+,BERRIEN,F,P,358
Black,30-44,KENT,F,P,10063
Caucasian,30-44,BRANCH,F,P,1114
Caucasian,30-44,MANISTEE,F,P,530
Caucasian,18-29,ST. CLAIR,M,A,2056
Caucasian,18-29,CASS,M,P,334
Caucasian,30-44,MONTMORENCY,F,A,28
Caucasian,65+,IONIA,F,P,214
Black,30-44,LAKE,M,P,10
Caucasian,18-29,IONIA,F,A,581
Caucasian,18-29,ROSCOMMON,M,A,77
Caucasian,18-29,OSCEOLA,F,A,87
Hispanic,45-64,ALLEGAN,F,A,175
Hispanic,45-64,BERRIEN,M,A,200
Hispanic,65+,LAPEER,F,A,15
Hispanic,30-44,KALAMAZOO,F,E,11
Black,65+,GENESEE,M,E,18
Caucasian,30-44,LENAWEE,F,Y,7
Unknown,18-29,ST. CLAIR,F,A,33
Asian,30-44,BRANCH,M,P,4
Asian,30-44,SAGINAW,M,P,29
Caucasian,45-64,GRAND TRAVERSE,F,Y,1
Caucasian,18-29,OTTAWA,U,P,11
Unknown,30-44,LIVINGSTON,M,P,37
Unknown,45-64,BRANCH,M,A,1
Black,18-29,WAYNE,M,M,18
Caucasian,30-44,EMMET,M,Y,2
Hispanic,45-64,CASS,F,A,9
Unknown,65+,SHIAWASSEE,F,A,1
Caucasian,45-64,WASHTENAW,M,A,3878
Unknown,30-44,MARQUETTE,M,P,36
Caucasian,65+,BARAGA,M,P,22
Caucasian,45-64,MANISTEE,M,P,109
Caucasian,45-64,IONIA,F,A,481
Black,30-44,BERRIEN,F,P,3689
Unknown,30-44,WASHTENAW,M,A,1283
Caucasian,30-44,LEELANAU,F,A,432
Caucasian,18-29,ISABELLA,M,A,863
Asian,65+,KALAMAZOO,F,A,88
Hispanic,65+,VAN BUREN,F,A,94
Black,30-44,MONROE,F,Y,1
Unknown,18-29,GRATIOT,M,P,10
Unknown,45-64,OTTAWA,M,A,63
Hispanic,18-29,CHARLEVOIX,F,P,18
Hispanic,45-64,OGEMAW,M,P,16
Native American,18-29,LEELANAU,M,P,1
Hispanic,18-29,CHEBOYGAN,M,P,2
Unknown,30-44,MECOSTA,F,A,2
Caucasian,65+,ISABELLA,M,M,1
Hispanic,65+,OTTAWA,F,E,10
Caucasian,30-44,KALAMAZOO,M,A,6224
Caucasian,18-29,WEXFORD,F,A,161
Caucasian,45-64,PRESQUE ISLE,F,P,91
Hispanic,45-64,WASHTENAW,M,A,585
Asian,65+,WASHTENAW,F,P,353
Hispanic,18-29,KALAMAZOO,M,A,477
Black,65+,MUSKEGON,M,P,340
Caucasian,18-29,OCEANA,F,P,218
Unknown,30-44,ALLEGAN,M,P,23
Caucasian,45-64,SCHOOLCRAFT,F,P,20
Asian,18-29,INGHAM,M,A,296
Caucasian,18-29,CHEBOYGAN,F,A,167
Caucasian,30-44,BERRIEN,F,M,22
Asian,18-29,OAKLAND,M,E,2
Unknown,18-29,MONROE,F,P,33
Hispanic,65+,VAN BUREN,M,P,53
Asian,30-44,BERRIEN,F,A,107
Caucasian,30-44,CALHOUN,F,Y,21
Caucasian,45-64,SAGINAW,M,Y,2
Hispanic,18-29,CLINTON,F,P,152
Caucasian,45-64,LEELANAU,M,M,1
Black,30-44,TUSCOLA,M,P,2
Hispanic,45-64,OAKLAND,M,E,10
Caucasian,30-44,ST. CLAIR,F,M,2
Caucasian,45-64,LENAWEE,M,E,2
Asian,45-64,OAKLAND,U,A,2
Caucasian,30-44,KALKASKA,M,Y,1
Unknown,18-29,ISABELLA,F,P,55
Caucasian,45-64,BAY,F,Y,1
Hispanic,18-29,INGHAM,M,E,1
Caucasian,65+,TUSCOLA,F,E,1
Caucasian,45-64,IOSCO,F,A,173
Black,30-44,SAGINAW,F,Y,37
Black,30-44,LIVINGSTON,F,A,18
Caucasian,30-44,OSCEOLA,M,P,294
Caucasian,18-29,ALPENA,M,P,481
Caucasian,18-29,CRAWFORD,M,P,61
Asian,18-29,MACOMB,M,P,2133
Hispanic,45-64,LAPEER,F,A,77
Unknown,45-64,GENESEE,F,P,763
Caucasian,30-44,HURON,F,P,887
Hispanic,18-29,MIDLAND,M,P,56
Caucasian,65+,BARRY,M,A,204
Caucasian,65+,WAYNE,F,E,46
Unknown,45-64,GENESEE,M,P,383
Hispanic,30-44,EATON,M,A,127
Asian,18-29,SAGINAW,M,A,71
Hispanic,18-29,MONTCALM,F,P,16
Asian,45-64,WASHTENAW,F,Y,19
Caucasian,18-29,ARENAC,F,A,57
Black,18-29,OAKLAND,F,M,47
Caucasian,65+,MIDLAND,F,E,7
Hispanic,45-64,MECOSTA,F,P,23
Unknown,18-29,OAKLAND,F,M,8
Caucasian,45-64,BARRY,F,Y,1
Unknown,18-29,MONROE,F,A,3
Caucasian,65+,GRAND TRAVERSE,F,E,6
Hispanic,65+,LAPEER,F,P,19
Unknown,18-29,IOSCO,M,A,1
Hispanic,30-44,WASHTENAW,M,Y,18
Caucasian,45-64,IOSCO,F,Y,4
Hispanic,18-29,TUSCOLA,M,P,9
Caucasian,18-29,WEXFORD,F,Y,4
Caucasian,30-44,DELTA,F,Y,1
Asian,30-44,SHIAWASSEE,F,P,4
Black,45-64,EATON,F,M,1
Caucasian,18-29,WASHTENAW,M,P,14056
Black,65+,KALKASKA,M,P,1
Caucasian,45-64,GENESEE,F,E,18
Caucasian,45-64,GOGEBIC,F,P,99
Caucasian,30-44,CASS,M,P,849
Caucasian,30-44,MANISTEE,M,A,165
Unknown,30-44,KALAMAZOO,F,P,854
Unknown,65+,MACOMB,F,P,480
Unknown,30-44,KALAMAZOO,M,P,563
Caucasian,18-29,KENT,F,M,34
Caucasian,45-64,WAYNE,F,Y,36
Caucasian,30-44,MUSKEGON,M,M,13
Unknown,45-64,SANILAC,M,A,1
Black,30-44,MONROE,M,A,57
Caucasian,45-64,GRAND TRAVERSE,M,M,7
Unknown,30-44,BARAGA,F,P,1
Asian,45-64,LIVINGSTON,F,A,23
Black,45-64,CALHOUN,M,Y,27
Hispanic,65+,LAPEER,M,P,28
Caucasian,30-44,CASS,F,Y,2
Asian,18-29,MUSKEGON,M,A,1
Black,65+,GRAND TRAVERSE,M,P,9
Caucasian,18-29,OTTAWA,M,Y,4
Hispanic,65+,LUCE,F,P,1
Black,65+,MANISTEE,M,A,1
Caucasian,45-64,LUCE,F,M,1
Hispanic,45-64,MARQUETTE,F,P,14
Native American,65+,MECOSTA,M,A,1
Black,30-44,LEELANAU,F,A,1
Unknown,45-64,NEWAYGO,M,P,9
Caucasian,45-64,EATON,M,A,688
Caucasian,45-64,WAYNE,M,A,9902
Caucasian,18-29,KENT,F,P,25859
Caucasian,30-44,MASON,F,P,783
Caucasian,65+,MUSKEGON,M,A,924
Caucasian,18-29,GLADWIN,M,P,376
Caucasian,45-64,ST. JOSEPH,F,P,220
Hispanic,65+,LENAWEE,M,A,108
Asian,30-44,OTTAWA,M,A,171
Asian,30-44,OTTAWA,F,A,386
Caucasian,65+,MONROE,M,P,540
Asian,18-29,INGHAM,F,A,590
Hispanic,18-29,MUSKEGON,F,P,446
Unknown,18-29,OTTAWA,F,A,271
Hispanic,18-29,SHIAWASSEE,F,A,10
Black,65+,OAKLAND,F,E,37
Asian,30-44,SAGINAW,F,P,16
Caucasian,18-29,OAKLAND,F,Y,106
Unknown,30-44,ISABELLA,M,P,54
Black,30-44,MONTCALM,M,P,13
Black,18-29,CHIPPEWA,F,A,3
Caucasian,45-64,MONROE,M,E,11
Unknown,65+,CHIPPEWA,F,P,28
Unknown,65+,INGHAM,M,P,95
Black,18-29,SANILAC,M,A,1
Black,30-44,WEXFORD,M,P,9
Black,18-29,BAY,M,P,71
Asian,18-29,WASHTENAW,U,A,2
Hispanic,45-64,BENZIE,F,P,10
Black,65+,ST. JOSEPH,F,P,6
Unknown,18-29,BARAGA,F,A,1
Hispanic,65+,INGHAM,F,A,896
Black,18-29,WAYNE,M,P,29265
Caucasian,45-64,VAN BUREN,F,P,346
Caucasian,45-64,CHARLEVOIX,M,P,89
Black,18-29,CALHOUN,F,A,559
Caucasian,65+,LIVINGSTON,M,A,1376
Caucasian,18-29,MUSKEGON,M,A,1473
Caucasian,65+,GRAND TRAVERSE,M,A,689
Caucasian,65+,MONTCALM,F,P,170
Caucasian,45-64,DELTA,F,P,223
Unknown,65+,MACOMB,M,P,437
Caucasian,65+,BARRY,F,P,129
Unknown,65+,OAKLAND,M,P,468
Hispanic,65+,MACOMB,F,P,90
Asian,30-44,OAKLAND,F,Y,46
Native American,45-64,SHIAWASSEE,F,P,1
Unknown,30-44,CHIPPEWA,F,P,97
Asian,18-29,GENESEE,F,A,34
Hispanic,30-44,OCEANA,F,A,87
Black,45-64,WASHTENAW,F,M,22
Caucasian,30-44,ALCONA,F,A,41
Caucasian,30-44,LUCE,M,P,85
Asian,45-64,EATON,M,P,35
Caucasian,18-29,OSCEOLA,M,A,14
Caucasian,65+,BENZIE,F,M,1
Black,18-29,LENAWEE,M,A,10
Caucasian,65+,OCEANA,M,E,5
Black,65+,MONROE,M,P,19
Caucasian,30-44,SAGINAW,F,Y,10
Caucasian,65+,HILLSDALE,M,Y,2
Black,18-29,INGHAM,F,E,10
Unknown,45-64,LAKE,M,P,4
Caucasian,30-44,OSCODA,M,A,2
Unknown,65+,LENAWEE,M,P,9
Caucasian,30-44,ISABELLA,M,E,9
Unknown,45-64,WAYNE,M,M,16
Black,30-44,LIVINGSTON,F,M,1
Caucasian,30-44,WEXFORD,F,P,1155
Caucasian,30-44,CLINTON,M,P,2658
Caucasian,18-29,JACKSON,M,P,2035
Caucasian,18-29,LAKE,F,P,92
Hispanic,45-64,KALAMAZOO,F,P,597
Unknown,30-44,LENAWEE,F,P,114
Caucasian,18-29,MANISTEE,F,A,202
Native American,18-29,CHIPPEWA,F,P,22
Hispanic,65+,IONIA,M,P,38
Unknown,45-64,VAN BUREN,F,P,65
Unknown,30-44,ARENAC,F,P,16
Hispanic,45-64,ST. JOSEPH,F,E,1
Black,65+,CHIPPEWA,F,P,13
Asian,65+,LIVINGSTON,F,A,18
Unknown,45-64,MACKINAC,F,A,1
Caucasian,65+,INGHAM,F,M,12
Black,30-44,ST. JOSEPH,M,A,19
Hispanic,45-64,BRANCH,M,P,38
Black,30-44,SAGINAW,F,E,47
Caucasian,65+,MONROE,F,M,4
Unknown,18-29,KENT,M,Y,9
Black,30-44,MUSKEGON,F,Y,1
Asian,18-29,WAYNE,F,E,9
Unknown,65+,WAYNE,F,E,1
Black,30-44,WAYNE,F,A,81423
Caucasian,30-44,MONROE,M,A,1711
Caucasian,65+,ST. CLAIR,M,P,486
Caucasian,45-64,LIVINGSTON,M,A,1565
Asian,45-64,KENT,F,P,942
Caucasian,30-44,ST. CLAIR,M,P,6169
Black,65+,MACOMB,F,A,3292
Caucasian,65+,LIVINGSTON,F,A,2501
Asian,18-29,MACOMB,F,P,1931
Black,30-44,CALHOUN,F,P,2622
Caucasian,18-29,BRANCH,M,P,481
Caucasian,45-64,CHEBOYGAN,F,A,215
Caucasian,65+,HOUGHTON,M,A,152
Hispanic,30-44,VAN BUREN,M,A,158
Black,65+,MIDLAND,F,P,1
Black,30-44,SHIAWASSEE,F,P,19
Unknown,65+,BAY,F,P,54
Caucasian,18-29,ANTRIM,M,A,200
Unknown,65+,LAPEER,F,A,17
Black,45-64,OAKLAND,F,Y,94
Hispanic,65+,ARENAC,F,P,9
Unknown,45-64,OAKLAND,F,M,8
Hispanic,30-44,INGHAM,M,E,17
Unknown,45-64,LENAWEE,M,A,36
Native American,30-44,ISABELLA,F,A,25
Black,18-29,MECOSTA,M,P,3
Caucasian,18-29,BARRY,F,M,9
Black,45-64,LEELANAU,F,P,2
Hispanic,30-44,OTSEGO,F,A,1
Hispanic,30-44,EMMET,F,P,11
Unknown,30-44,BERRIEN,F,M,1
Native American,45-64,EATON,M,M,1
Hispanic,18-29,BARRY,M,A,18
Black,65+,ST. JOSEPH,M,P,1
Black,45-64,EATON,F,E,1
Black,45-64,CALHOUN,M,E,1
Caucasian,65+,LEELANAU,M,M,1
Caucasian,30-44,ALLEGAN,M,P,3234
Caucasian,65+,ST. JOSEPH,M,P,65
Caucasian,18-29,WASHTENAW,U,P,43
Caucasian,45-64,ALCONA,F,P,64
Black,65+,CASS,F,P,10
Unknown,65+,WASHTENAW,M,P,147
Black,30-44,JACKSON,M,P,341
Asian,65+,BERRIEN,M,A,55
Unknown,45-64,KALAMAZOO,F,A,358
Hispanic,30-44,CASS,M,P,24
Black,45-64,KENT,F,M,54
Unknown,45-64,OGEMAW,F,A,1
Asian,18-29,CALHOUN,F,A,23
Hispanic,45-64,GLADWIN,F,E,1
Asian,18-29,OAKLAND,M,M,10
Caucasian,45-64,CLINTON,F,M,2
Black,18-29,ALLEGAN,M,A,4
Caucasian,30-44,KEWEENAW,M,A,3
Unknown,65+,SANILAC,M,A,25
Caucasian,65+,MIDLAND,M,E,1
Caucasian,45-64,HOUGHTON,M,Y,1
Hispanic,30-44,OCEANA,F,E,2
Hispanic,30-44,LAKE,F,P,1
Black,45-64,OCEANA,M,P,16
Unknown,65+,MIDLAND,M,A,2
Black,30-44,CHIPPEWA,M,A,4
Hispanic,30-44,MARQUETTE,M,A,9
Caucasian,45-64,WASHTENAW,M,M,60
Caucasian,18-29,OTTAWA,F,A,6838
Caucasian,65+,CLARE,M,P,104
Black,65+,MONROE,M,A,12
Caucasian,65+,TUSCOLA,F,P,177
Caucasian,65+,CHARLEVOIX,F,A,362
Caucasian,30-44,CHARLEVOIX,F,P,981
Black,65+,WASHTENAW,F,A,1533
Asian,45-64,INGHAM,F,A,624
Asian,18-29,KENT,F,A,510
Black,30-44,LENAWEE,M,A,3
Caucasian,65+,WAYNE,M,M,19
Caucasian,45-64,IONIA,M,Y,1
Caucasian,18-29,BERRIEN,F,M,1
Native American,65+,ISABELLA,M,A,4
Caucasian,30-44,CHARLEVOIX,M,M,1
Black,18-29,MIDLAND,F,P,11
Caucasian,65+,MONTCALM,F,M,4
Caucasian,18-29,TUSCOLA,F,Y,1
Native American,45-64,DELTA,F,A,4
Caucasian,30-44,OTSEGO,F,M,1
Unknown,65+,CHIPPEWA,M,A,9
Black,30-44,SHIAWASSEE,M,E,1
Hispanic,30-44,WASHTENAW,F,Y,27
Caucasian,18-29,MECOSTA,M,E,9
Black,18-29,MECOSTA,M,A,1
Black,65+,MACOMB,U,A,1
Unknown,45-64,OGEMAW,F,P,9
Asian,18-29,WASHTENAW,F,M,4
Black,30-44,ISABELLA,F,Y,1
Caucasian,65+,MONROE,M,M,2
Hispanic,45-64,WAYNE,F,Y,1
Caucasian,65+,MONROE,F,P,644
Caucasian,45-64,WEXFORD,F,P,195
Asian,45-64,MACOMB,M,P,3679
Caucasian,45-64,VAN BUREN,M,P,235
Caucasian,65+,CALHOUN,F,P,368
Caucasian,30-44,SHIAWASSEE,M,A,571
Caucasian,30-44,LENAWEE,F,M,5
Caucasian,45-64,MACKINAC,M,P,62
Unknown,65+,GENESEE,M,P,58
Native American,45-64,MARQUETTE,F,A,2
Caucasian,30-44,GOGEBIC,F,A,105
Native American,30-44,INGHAM,F,P,9
Black,30-44,CASS,F,E,1
Unknown,30-44,IONIA,F,A,3
Caucasian,18-29,LAKE,M,P,38
Native American,30-44,CHIPPEWA,M,P,13
Hispanic,45-64,CASS,F,P,64
Caucasian,65+,WEXFORD,F,E,1
Asian,45-64,LIVINGSTON,M,P,19
